order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged,volume,unit_freight,month
101783,2026-02-07,上海,electronics,0,3.94,53.8,23.0,29.2,cardboard,15.04,94.0,0.0,36132.079999999994,3.817258883248731,2026-02
100213,2026-08-29,武汉,clothing,0,0.68,22.7,12.4,30.5,cardboard,8.09,25.0,0.0,8585.140000000001,11.897058823529411,2026-08
100501,2026-05-31,杭州,ceramics,1,1.17,29.7,13.9,39.3,cardboard,9.42,88.0,0.0,16224.218999999997,8.051282051282051,2026-05
100905,2026-06-10,成都,electronics,0,0.55,23.1,28.7,30.3,bubble,8.7,100.0,0.0,20087.991,15.818181818181815,2026-06
100232,2026-05-14,成都,glass,1,4.87,28.2,29.0,22.5,wood,20.59,145.0,0.0,18400.5,4.227926078028747,2026-05
100415,2026-06-03,杭州,electronics,0,3.67,27.3,38.5,10.6,cardboard,13.81,82.0,0.0,11141.13,3.7629427792915533,2026-06
101352,2026-03-22,杭州,glass,1,4.98,53.1,24.5,35.6,wood,21.81,123.0,0.0,46313.82000000001,4.379518072289156,2026-03
100282,2026-01-15,成都,electronics,0,0.88,22.6,43.4,11.8,cardboard,8.15,118.0,0.0,11573.912,9.261363636363637,2026-01
101968,2026-06-15,广州,glass,1,2.64,29.4,40.4,33.2,wood,19.26,164.0,0.0,39433.632000000005,7.295454545454546,2026-06
101240,2026-05-17,广州,electronics,0,4.79,20.4,31.4,24.4,cardboard,14.75,126.0,0.0,15629.663999999997,3.079331941544885,2026-05
100434,2026-05-14,广州,ceramics,1,2.27,15.3,12.6,20.1,wood,14.2,119.0,0.0,3874.878,6.255506607929515,2026-05
100050,2026-08-12,上海,ceramics,0,3.9,35.2,23.7,7.8,wood,18.7,108.0,0.0,6507.072,4.794871794871795,2026-08
100298,2026-04-26,北京,ceramics,1,3.17,51.9,26.9,23.7,cardboard,14.83,119.0,0.0,33087.80699999999,4.678233438485805,2026-04
100779,2026-02-27,深圳,electronics,1,3.3,31.3,28.7,5.1,wood,19.43,111.0,0.0,4581.380999999999,5.887878787878788,2026-02
100483,2026-07-13,成都,electronics,0,2.06,32.8,11.4,37.1,cardboard,11.56,85.0,0.0,13872.431999999999,5.611650485436893,2026-07
100707,2026-07-15,深圳,electronics,0,2.21,53.1,28.9,13.4,bubble,10.42,90.0,0.0,20563.506,4.714932126696833,2026-07
100775,2026-08-24,西安,books,0,2.3,57.7,13.9,14.0,cardboard,12.41,39.0,0.0,11228.420000000002,5.395652173913044,2026-08
101126,2026-07-17,成都,ceramics,1,3.73,57.1,35.4,23.5,wood,21.07,115.0,0.0,47501.49,5.648793565683646,2026-07
101125,2026-06-24,杭州,clothing,0,0.66,17.5,12.5,18.2,bubble,7.64,25.0,0.0,3981.25,11.575757575757574,2026-06
101353,2026-06-13,广州,clothing,0,0.72,30.7,32.5,27.8,bubble,9.49,35.0,0.0,27737.45,13.180555555555557,2026-06
100174,2026-02-04,成都,electronics,0,4.11,23.0,41.6,24.2,wood,19.97,119.0,0.0,23154.56,4.858880778588807,2026-02
100810,2026-07-20,深圳,clothing,0,1.17,15.3,22.1,20.4,bubble,6.63,41.0,0.0,6897.852000000001,5.666666666666667,2026-07
100430,2026-07-03,成都,clothing,0,0.54,29.2,42.1,17.0,bubble,4.1,37.0,0.0,20898.44,7.592592592592592,2026-07
100496,2026-03-13,北京,books,0,1.73,23.6,12.2,21.7,bubble,7.13,49.0,0.0,6247.8640000000005,4.121387283236994,2026-03
101736,2026-03-26,上海,ceramics,1,1.9,29.2,17.3,39.4,wood,15.78,130.0,0.0,19903.304,8.305263157894737,2026-03
100238,2026-08-09,西安,clothing,0,0.84,37.2,16.9,35.1,cardboard,10.94,39.0,0.0,22066.667999999998,13.023809523809524,2026-08
101748,2026-06-06,西安,clothing,0,0.34,40.5,23.7,12.1,cardboard,8.15,33.0,0.0,11614.185,23.970588235294116,2026-06
100544,2026-01-23,深圳,glass,1,0.98,36.7,13.8,29.1,bubble,6.46,171.0,0.0,14737.986000000003,6.591836734693878,2026-01
100024,2026-08-13,上海,electronics,0,1.56,19.7,12.3,25.8,bubble,8.15,98.0,0.0,6251.598,5.2243589743589745,2026-08
101670,2026-07-31,成都,electronics,1,1.55,30.8,39.3,21.7,bubble,7.71,106.0,0.0,26266.547999999995,4.974193548387096,2026-07
100064,2026-01-15,杭州,ceramics,1,3.55,28.5,18.4,16.3,cardboard,13.46,96.0,0.0,8547.72,3.791549295774648,2026-01
100631,2026-04-15,成都,glass,1,4.05,47.2,41.2,25.8,cardboard,17.55,176.0,0.0,50171.71200000001,4.333333333333334,2026-04
100189,2026-06-23,成都,electronics,0,2.77,58.9,16.5,15.5,cardboard,14.32,92.0,0.0,15063.675000000001,5.169675090252707,2026-06
101880,2026-05-17,武汉,books,0,2.92,44.5,39.4,28.1,bubble,10.6,47.0,0.0,49267.73,3.6301369863013697,2026-05
100862,2026-06-26,成都,books,0,2.69,22.2,12.7,8.8,cardboard,11.96,48.0,0.0,2481.072,4.4460966542750935,2026-06
101678,2026-07-23,杭州,clothing,0,0.35,35.3,33.9,32.9,bubble,9.42,27.0,0.0,39370.44299999999,26.914285714285715,2026-07
100369,2026-07-02,上海,ceramics,1,2.46,28.2,43.4,18.8,cardboard,11.28,122.0,0.0,23008.944,4.585365853658536,2026-07
100271,2026-02-16,北京,ceramics,1,3.83,47.2,40.6,22.4,cardboard,16.02,116.0,0.0,42925.568,4.1827676240208875,2026-02
101618,2026-01-03,杭州,glass,1,2.35,33.3,39.7,24.1,wood,17.73,159.0,0.0,31860.441000000003,7.54468085106383,2026-01
100874,2026-06-26,广州,clothing,0,1.22,31.2,43.2,28.1,cardboard,10.26,28.0,0.0,37874.304000000004,8.40983606557377,2026-06
100197,2026-01-13,深圳,glass,1,1.91,54.6,19.5,36.3,cardboard,12.76,165.0,0.0,38648.61,6.680628272251309,2026-01
100484,2026-03-10,上海,clothing,0,0.25,42.1,42.2,20.3,cardboard,7.55,37.0,0.0,36065.386000000006,30.2,2026-03
101217,2026-02-02,成都,glass,1,3.64,22.8,31.2,9.1,wood,19.19,141.0,0.0,6473.376,5.271978021978022,2026-02
101270,2026-06-28,上海,glass,0,1.05,25.0,35.4,5.0,bubble,8.02,154.0,0.0,4425.0,7.638095238095238,2026-06
101273,2026-05-06,成都,glass,1,4.25,47.0,23.3,24.5,wood,18.46,185.0,0.0,26829.950000000004,4.343529411764706,2026-05
101314,2026-06-22,成都,electronics,1,1.14,50.9,25.8,34.4,cardboard,10.58,127.0,0.0,45174.768,9.280701754385966,2026-06
100101,2026-03-12,西安,electronics,1,3.98,59.9,16.7,10.4,wood,20.21,111.0,0.0,10403.431999999999,5.077889447236181,2026-03
101829,2026-08-13,西安,glass,1,1.94,51.8,12.4,30.8,cardboard,10.96,124.0,0.0,19783.456,5.649484536082475,2026-08
101588,2026-03-04,北京,ceramics,1,3.57,50.1,12.5,22.8,cardboard,13.06,126.0,0.0,14278.5,3.658263305322129,2026-03
101969,2026-07-01,深圳,clothing,0,0.83,58.7,36.8,30.6,cardboard,12.41,26.0,0.0,66100.896,14.951807228915664,2026-07
100221,2026-08-12,成都,books,0,2.26,43.4,36.5,34.0,bubble,12.1,39.0,0.0,53859.399999999994,5.353982300884956,2026-08
101674,2026-05-12,武汉,clothing,0,0.99,24.7,15.8,39.9,bubble,5.91,33.0,0.0,15571.374,5.96969696969697,2026-05
100481,2026-03-19,广州,glass,1,3.36,53.8,33.4,31.7,wood,19.79,141.0,0.0,56962.363999999994,5.8898809523809526,2026-03
101677,2026-01-07,杭州,electronics,0,4.35,49.4,39.7,22.9,cardboard,16.09,136.0,0.0,44911.022,3.698850574712644,2026-01
101447,2026-07-17,广州,ceramics,1,3.51,44.0,18.8,29.6,wood,17.81,80.0,0.0,24485.120000000003,5.074074074074074,2026-07
100734,2026-02-04,广州,electronics,1,3.27,20.7,38.7,37.9,wood,18.15,86.0,0.0,30361.311,5.55045871559633,2026-02
100758,2026-06-05,武汉,ceramics,1,3.12,17.3,41.6,35.9,wood,17.55,111.0,0.0,25836.512000000002,5.625,2026-06
100980,2026-01-21,杭州,ceramics,1,4.38,23.2,20.7,37.9,wood,18.62,94.0,0.0,18201.095999999998,4.251141552511416,2026-01
100612,2026-03-29,北京,books,0,0.34,29.9,30.9,17.7,bubble,5.9,34.0,0.0,16353.206999999999,17.352941176470587,2026-03
101988,2026-03-30,上海,electronics,0,4.15,58.8,37.2,12.5,wood,19.6,128.0,0.0,27342.0,4.72289156626506,2026-03
100858,2026-01-09,上海,ceramics,1,1.72,26.3,38.0,28.4,bubble,9.01,92.0,0.0,28382.96,5.238372093023256,2026-01
100317,2026-03-13,杭州,glass,1,3.76,46.5,36.2,28.7,wood,22.1,164.0,0.0,48310.71000000001,5.877659574468086,2026-03
100597,2026-03-27,武汉,ceramics,1,2.77,34.5,31.9,20.5,cardboard,12.63,137.0,0.0,22561.274999999998,4.55956678700361,2026-03
101508,2026-03-19,杭州,electronics,0,4.35,20.3,33.1,17.6,cardboard,15.87,132.0,0.0,11825.968000000003,3.6482758620689655,2026-03
101243,2026-05-09,上海,glass,1,2.13,20.0,17.7,11.7,cardboard,11.53,151.0,0.0,4141.8,5.413145539906103,2026-05
101284,2026-04-18,深圳,electronics,0,3.4,52.7,22.8,37.0,cardboard,14.37,96.0,0.0,44457.72000000001,4.226470588235294,2026-04
100079,2026-04-15,成都,clothing,0,1.15,19.7,41.6,35.3,bubble,7.39,27.0,0.0,28929.055999999997,6.42608695652174,2026-04
100839,2026-04-07,杭州,clothing,0,1.45,16.3,18.9,18.1,bubble,9.03,30.0,0.0,5576.067,6.227586206896551,2026-04
100033,2026-07-10,北京,ceramics,1,2.92,49.4,38.0,22.2,wood,16.69,87.0,0.0,41673.84,5.715753424657535,2026-07
100463,2026-02-26,杭州,glass,1,3.99,59.8,29.4,29.1,wood,21.09,197.0,0.0,51161.292,5.285714285714286,2026-02
100747,2026-08-11,西安,electronics,0,1.12,57.7,32.9,13.1,cardboard,8.41,116.0,0.0,24868.123,7.508928571428571,2026-08
101848,2026-01-29,广州,electronics,0,0.81,30.6,11.9,22.05,bubble,5.86,138.0,0.0,8029.287000000001,7.234567901234568,2026-01
100423,2026-01-27,北京,books,0,0.88,53.0,38.1,9.4,bubble,4.66,53.0,0.0,18981.420000000002,5.295454545454546,2026-01
100164,2026-07-02,深圳,electronics,0,2.99,43.1,14.7,29.3,bubble,9.93,84.0,0.0,18563.601,3.321070234113712,2026-07
100204,2026-03-16,成都,glass,1,2.35,17.7,22.9,13.9,wood,16.21,143.0,0.0,5634.0869999999995,6.897872340425532,2026-03
101415,2026-07-08,北京,ceramics,1,1.17,50.9,28.7,5.1,wood,13.66,118.0,0.0,7450.232999999999,11.675213675213676,2026-07
100290,2026-04-29,成都,electronics,1,0.76,53.9,15.0,15.1,cardboard,8.16,113.0,0.0,12208.35,10.736842105263158,2026-04
100938,2026-03-07,成都,clothing,0,0.7,15.3,16.6,37.6,bubble,9.64,29.0,0.0,9549.648000000003,13.771428571428572,2026-03
100781,2026-07-30,上海,glass,1,3.05,59.5,33.2,19.7,wood,19.98,143.0,0.0,38915.38,6.550819672131148,2026-07
100539,2026-02-25,成都,books,0,0.97,27.0,29.3,13.4,cardboard,9.49,52.0,0.0,10600.74,9.783505154639176,2026-02
101996,2026-02-06,杭州,electronics,0,1.52,58.7,37.7,7.7,bubble,8.96,88.0,0.0,17040.023,5.894736842105264,2026-02
101474,2026-04-23,广州,books,0,0.56,20.0,43.3,24.2,bubble,7.04,32.0,0.0,20957.2,12.571428571428571,2026-04
101812,2026-01-09,西安,glass,1,4.97,18.2,17.4,6.1,bubble,13.85,135.0,0.0,1931.7479999999996,2.7867203219315897,2026-01
101455,2026-05-14,武汉,books,0,2.46,37.4,42.1,34.1,bubble,10.3,38.0,0.0,53691.814,4.1869918699187,2026-05
101393,2026-02-09,成都,electronics,0,2.83,34.1,26.1,14.8,bubble,10.48,133.0,0.0,13172.148000000003,3.7031802120141344,2026-02
100219,2026-05-02,深圳,clothing,0,1.36,40.0,20.4,16.5,cardboard,11.42,41.0,0.0,13464.0,8.397058823529411,2026-05
101961,2026-03-07,广州,ceramics,1,2.56,33.5,30.0,36.0,cardboard,14.24,131.0,0.0,36180.0,5.5625,2026-03
101669,2026-05-10,武汉,books,0,0.68,42.4,31.1,14.5,cardboard,8.27,51.0,0.0,19120.280000000002,12.161764705882351,2026-05
100611,2026-04-23,北京,glass,1,2.44,48.8,30.2,33.2,wood,17.9,191.0,0.0,48928.832,7.336065573770491,2026-04
100722,2026-04-12,北京,electronics,0,4.57,54.9,12.0,34.3,cardboard,15.92,111.0,0.0,22596.839999999997,3.483588621444201,2026-04
100060,2026-05-14,西安,clothing,0,1.07,30.7,39.9,15.5,bubble,5.72,28.0,0.0,18986.414999999997,5.345794392523364,2026-05
101709,2026-08-24,深圳,clothing,0,0.56,38.6,16.8,24.2,bubble,7.77,36.0,0.0,15693.216,13.874999999999998,2026-08
101406,2026-01-19,成都,electronics,0,3.24,46.8,27.2,36.3,cardboard,13.59,120.0,0.0,46208.44799999999,4.194444444444444,2026-01
100074,2026-05-20,西安,electronics,1,3.62,59.6,10.1,5.6,wood,19.76,111.0,0.0,3370.976,5.458563535911602,2026-05
100163,2026-08-28,杭州,glass,1,3.68,49.4,20.8,12.6,wood,17.76,146.0,0.0,12946.751999999999,4.826086956521739,2026-08
100367,2026-08-06,深圳,ceramics,1,2.11,20.6,23.7,16.0,wood,17.0,129.0,0.0,7811.52,8.056872037914692,2026-08
100533,2026-01-19,上海,ceramics,1,2.03,20.8,16.8,27.3,cardboard,10.39,89.0,0.0,9539.712000000001,5.118226600985222,2026-01
100562,2026-05-11,深圳,ceramics,1,1.53,26.8,26.9,26.4,cardboard,11.35,91.0,0.0,19032.287999999997,7.418300653594771,2026-05
101826,2026-02-20,广州,glass,1,3.69,55.9,22.9,17.4,wood,19.25,153.0,0.0,22273.913999999997,5.2168021680216805,2026-02
100603,2026-01-04,北京,electronics,0,3.66,16.1,38.6,22.05,cardboard,12.36,85.0,0.0,13703.193000000001,3.3770491803278686,2026-01
101965,2026-05-18,北京,clothing,0,1.35,27.7,30.5,20.3,bubble,9.45,39.0,0.0,17150.455,6.999999999999999,2026-05
100046,2026-05-07,武汉,ceramics,1,2.13,54.9,42.2,22.6,cardboard,12.86,98.0,0.0,52359.22800000001,6.037558685446009,2026-05
100979,2026-03-09,武汉,ceramics,1,1.76,54.1,35.8,9.8,bubble,8.36,136.0,0.0,18980.444,4.75,2026-03
100355,2026-05-09,杭州,electronics,1,1.37,46.7,28.6,18.1,bubble,7.98,132.0,0.0,24174.722000000005,5.824817518248175,2026-05
101648,2026-04-23,西安,clothing,0,1.33,17.3,21.9,22.3,cardboard,8.77,37.0,0.0,8448.801,6.593984962406014,2026-04
101001,2026-07-27,杭州,clothing,0,0.52,52.2,27.3,37.8,wood,15.49,41.0,0.0,53867.268000000004,29.788461538461537,2026-07
100077,2026-04-24,上海,glass,1,2.96,38.4,24.3,8.3,cardboard,12.43,181.0,0.0,7744.896000000001,4.199324324324325,2026-04
101947,2026-05-23,杭州,glass,1,0.96,50.1,35.7,35.3,wood,16.38,190.0,0.0,63136.521,17.0625,2026-05
101789,2026-05-08,武汉,ceramics,1,1.51,17.9,23.7,26.5,cardboard,10.79,99.0,0.0,11242.095,7.14569536423841,2026-05
100681,2026-06-14,武汉,ceramics,1,3.25,48.0,16.6,20.5,wood,17.74,137.0,0.0,16334.400000000001,5.458461538461538,2026-06
101332,2026-07-29,成都,electronics,1,2.57,35.7,43.3,8.1,wood,16.02,87.0,0.0,12521.061,6.233463035019455,2026-07
100983,2026-01-21,北京,ceramics,1,3.36,34.5,36.6,6.5,cardboard,13.37,99.0,0.0,8207.550000000001,3.9791666666666665,2026-01
100394,2026-08-21,北京,clothing,0,1.29,57.3,12.4,21.6,cardboard,11.06,24.0,0.0,15347.232,8.573643410852714,2026-08
100837,2026-08-08,西安,books,0,2.98,59.0,21.5,16.7,cardboard,11.8,51.0,0.0,21183.95,3.9597315436241614,2026-08
100031,2026-06-25,上海,clothing,0,0.46,20.9,31.5,8.3,bubble,7.83,40.0,0.0,5464.304999999999,17.02173913043478,2026-06
101107,2026-05-17,武汉,ceramics,1,1.3,26.2,15.1,10.1,cardboard,9.38,125.0,0.0,3995.7619999999997,7.2153846153846155,2026-05
101612,2026-04-08,西安,books,0,0.98,31.4,41.0,13.5,bubble,7.01,44.0,0.0,17379.899999999998,7.153061224489796,2026-04
100716,2026-04-13,北京,glass,1,3.78,28.4,17.7,29.7,wood,19.45,201.0,0.0,14929.595999999998,5.145502645502646,2026-04
100977,2026-02-07,武汉,books,0,0.8,52.0,32.3,15.3,cardboard,8.38,51.0,0.0,25697.88,10.475,2026-02
101557,2026-01-01,西安,glass,1,1.8,18.6,32.0,17.9,bubble,10.89,169.0,0.0,10654.08,6.05,2026-01
100825,2026-08-19,上海,electronics,1,0.61,51.9,28.4,19.9,wood,13.94,87.0,0.0,29331.803999999993,22.852459016393443,2026-08
101958,2026-07-25,杭州,electronics,1,4.2,48.2,31.5,26.0,wood,20.55,132.0,0.0,39475.8,4.892857142857143,2026-07
101574,2026-01-25,北京,electronics,0,4.23,43.1,15.2,24.9,cardboard,14.59,114.0,0.0,16312.488,3.449172576832151,2026-01
101977,2026-02-12,深圳,ceramics,1,4.47,24.5,25.1,7.2,wood,19.37,124.0,0.0,4427.64,4.333333333333334,2026-02
100375,2026-05-17,武汉,glass,0,2.83,54.9,23.5,22.15,bubble,11.64,163.0,0.0,28576.822499999995,4.113074204946996,2026-05
101597,2026-07-21,西安,electronics,1,3.05,36.8,13.9,24.5,cardboard,12.16,83.0,0.0,12532.24,3.9868852459016395,2026-07
100045,2026-02-17,深圳,glass,1,1.75,46.6,32.7,27.8,cardboard,12.54,169.0,0.0,42362.196,7.1657142857142855,2026-02
101695,2026-07-04,北京,ceramics,1,1.88,39.8,43.1,28.3,cardboard,12.68,137.0,0.0,48545.254,6.74468085106383,2026-07
100169,2026-01-03,西安,ceramics,1,3.6,25.1,20.0,13.8,bubble,11.28,139.0,0.0,6927.6,3.133333333333333,2026-01
100304,2026-02-03,杭州,clothing,0,0.58,52.0,15.5,8.6,cardboard,8.24,38.0,0.0,6931.599999999999,14.206896551724139,2026-02
101966,2026-03-27,成都,glass,1,4.47,22.7,39.7,10.4,wood,19.98,161.0,0.0,9372.376,4.469798657718121,2026-03
101614,2026-06-15,深圳,clothing,0,0.55,18.0,21.2,12.4,cardboard,8.2,41.0,0.0,4731.84,14.909090909090907,2026-06
101955,2026-02-12,深圳,clothing,0,1.19,26.2,32.5,16.2,bubble,7.86,30.0,0.0,13794.3,6.605042016806723,2026-02
100620,2026-07-12,西安,electronics,0,3.08,53.8,31.7,31.1,wood,22.02,95.0,0.0,53039.806,7.149350649350649,2026-07
101436,2026-05-03,深圳,glass,1,2.56,49.7,21.2,23.1,cardboard,13.17,175.0,0.0,24339.084000000003,5.14453125,2026-05
100721,2026-01-03,深圳,electronics,0,1.47,31.3,34.1,23.0,cardboard,8.55,135.0,0.0,24548.590000000004,5.816326530612246,2026-01
101774,2026-01-31,上海,books,0,2.61,17.4,30.1,6.2,cardboard,12.43,46.0,0.0,3247.188,4.762452107279693,2026-01
101320,2026-05-06,北京,books,0,2.87,59.0,31.0,35.8,bubble,13.54,44.0,0.0,65478.2,4.7177700348432055,2026-05
100594,2026-01-13,杭州,ceramics,1,2.67,26.1,42.3,23.1,cardboard,12.49,82.0,0.0,25503.093,4.677902621722847,2026-01
101970,2026-06-03,杭州,clothing,0,1.32,26.1,18.1,25.5,bubble,8.42,37.0,0.0,12046.455000000002,6.378787878787878,2026-06
101293,2026-01-25,成都,electronics,0,0.8,29.8,31.3,25.4,cardboard,9.63,106.0,1.0,23691.595999999998,12.0375,2026-01
101613,2026-07-15,上海,glass,1,1.37,41.2,19.6,24.3,cardboard,10.58,178.0,0.0,19622.736000000004,7.722627737226277,2026-07
101090,2026-05-18,北京,books,0,0.77,36.6,36.7,21.0,cardboard,11.9,53.0,0.0,28207.620000000006,15.454545454545455,2026-05
100508,2026-02-13,杭州,glass,1,3.38,41.3,10.3,24.9,cardboard,12.8,157.0,0.0,10592.211,3.7869822485207103,2026-02
100186,2026-07-12,广州,clothing,0,0.57,56.8,44.3,6.5,bubble,6.06,26.0,0.0,16355.559999999998,10.631578947368421,2026-07
100652,2026-08-30,广州,electronics,0,4.88,26.6,25.3,29.1,cardboard,14.18,104.0,0.0,19583.718,2.9057377049180326,2026-08
100428,2026-04-17,杭州,glass,1,2.37,18.9,25.0,10.9,wood,16.81,201.0,0.0,5150.25,7.092827004219409,2026-04
100487,2026-04-14,西安,books,0,1.91,51.9,32.6,7.7,bubble,9.04,53.0,0.0,13027.938,4.732984293193717,2026-04
101221,2026-04-26,上海,books,0,0.64,33.6,32.1,18.0,cardboard,8.62,45.0,0.0,19414.08,13.468749999999998,2026-04
100301,2026-04-17,广州,clothing,0,0.26,42.0,12.5,37.7,wood,12.92,35.0,0.0,19792.5,49.69230769230769,2026-04
101051,2026-08-16,武汉,clothing,0,0.29,44.9,29.4,22.3,cardboard,9.11,30.0,0.0,29437.338,31.413793103448278,2026-08
100742,2026-07-01,杭州,electronics,0,2.27,41.7,28.9,7.6,bubble,9.3,114.0,0.0,9158.988000000001,4.096916299559472,2026-07
100555,2026-04-25,深圳,books,0,0.65,18.8,23.4,14.1,bubble,7.88,50.0,0.0,6202.872,12.123076923076923,2026-04
101624,2026-07-08,上海,glass,1,2.81,53.2,23.2,9.9,cardboard,11.75,139.0,0.0,12218.976,4.181494661921708,2026-07
101672,2026-03-18,成都,books,1,0.34,27.0,34.0,32.8,cardboard,7.67,46.0,0.0,30110.399999999998,22.558823529411764,2026-03
101963,2026-06-21,深圳,electronics,0,0.59,30.2,37.2,10.1,bubble,5.58,135.0,0.0,11346.744,9.45762711864407,2026-06
101385,2026-04-25,上海,electronics,0,0.82,23.9,15.9,15.7,cardboard,8.98,95.0,0.0,5966.156999999999,10.951219512195124,2026-04
100999,2026-05-20,武汉,electronics,0,4.46,20.4,38.3,27.7,cardboard,13.35,113.0,0.0,21642.564,2.993273542600897,2026-05
100176,2026-02-13,北京,glass,1,3.5,51.5,34.9,8.6,cardboard,12.59,142.0,0.0,15457.21,3.597142857142857,2026-02
100582,2026-08-15,上海,clothing,0,1.45,24.5,10.6,31.5,bubble,8.45,33.0,0.0,8180.549999999999,5.827586206896552,2026-08
101481,2026-02-24,成都,clothing,0,1.37,59.9,34.6,25.7,cardboard,11.08,38.0,0.0,53264.278,8.087591240875911,2026-02
101733,2026-05-02,成都,electronics,0,4.28,39.5,20.4,20.4,cardboard,16.1,83.0,0.0,16438.32,3.7616822429906542,2026-05
100124,2026-04-19,上海,glass,1,3.7,32.0,31.7,6.4,cardboard,14.21,139.0,0.0,6492.16,3.8405405405405406,2026-04
100454,2026-05-07,成都,clothing,0,1.11,25.1,15.9,21.5,bubble,7.78,27.0,0.0,8580.435000000001,7.0090090090090085,2026-05
100412,2026-01-28,北京,ceramics,1,3.48,39.8,37.0,16.1,wood,18.56,110.0,0.0,23708.86,5.333333333333333,2026-01
101007,2026-08-12,深圳,ceramics,1,2.85,31.9,11.5,33.6,cardboard,12.6,89.0,0.0,12326.16,4.421052631578947,2026-08
100040,2026-04-20,上海,clothing,0,1.41,52.7,11.4,12.1,bubble,8.97,39.0,0.0,7269.438000000001,6.3617021276595755,2026-04
100807,2026-05-08,北京,electronics,0,0.72,16.6,37.4,29.7,bubble,7.05,103.0,0.0,18438.948,9.791666666666666,2026-05
101924,2026-08-19,上海,clothing,0,1.31,56.2,34.1,16.3,bubble,7.91,32.0,0.0,31237.646000000004,6.038167938931298,2026-08
100332,2026-08-01,北京,clothing,0,0.66,53.7,20.4,12.4,cardboard,9.23,29.0,0.0,13583.952000000001,13.984848484848484,2026-08
101652,2026-07-22,广州,electronics,0,0.999,16.8,12.3,34.3,bubble,7.77,98.0,0.0,7087.7519999999995,7.777777777777778,2026-07
100195,2026-04-19,武汉,clothing,0,1.3,49.5,28.3,15.8,bubble,7.77,41.0,0.0,22133.430000000004,5.976923076923076,2026-04
100536,2026-02-03,杭州,clothing,0,0.89,16.2,14.8,32.9,bubble,8.47,35.0,0.0,7888.103999999999,9.51685393258427,2026-02
101572,2026-08-14,西安,electronics,0,4.59,47.4,17.4,18.5,cardboard,17.18,122.0,0.0,15258.059999999998,3.7429193899782134,2026-08
101739,2026-02-03,深圳,electronics,0,2.14,43.7,44.6,36.3,cardboard,14.71,86.0,0.0,70749.426,6.873831775700935,2026-02
100323,2026-08-17,深圳,glass,1,4.99,53.9,29.4,17.0,cardboard,16.03,191.0,0.0,26939.219999999998,3.212424849699399,2026-08
101386,2026-07-31,西安,electronics,1,2.77,19.6,21.1,31.3,wood,17.0,117.0,0.0,12944.428000000002,6.137184115523466,2026-07
100267,2026-02-07,西安,ceramics,1,1.57,45.0,26.5,16.3,bubble,7.41,80.0,0.0,19437.75,4.719745222929936,2026-02
100671,2026-08-21,西安,clothing,0,0.91,25.1,19.1,5.5,cardboard,7.64,39.0,0.0,2636.7550000000006,8.395604395604394,2026-08
101451,2026-06-24,西安,electronics,1,3.69,21.9,35.3,25.3,wood,19.72,92.0,0.0,19558.671,5.3441734417344176,2026-06
100068,2026-04-24,武汉,glass,1,0.81,15.1,27.8,22.1,bubble,5.2,190.0,0.0,9277.138,6.419753086419753,2026-04
101260,2026-01-03,杭州,electronics,0,0.999,29.6,34.3,11.8,bubble,9.67,110.0,0.0,11980.304,9.67967967967968,2026-01
